"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ATP6V1E1",6505.55293842407,0.152782877814326,0.0823061062081632,0,1,1
"ZNF227",667.12157830021,0.0256423197341579,0.0665899886925654,0,1,1
"ZNF428",2058.8935601062,0.181738842362312,0.177704636775251,0,1,1
"TEX101",65.7535835185617,-0.0826613793198756,0.587391584463331,0,1,1
"ZNF141",1241.21859633154,-0.0739412871192782,0.0979639782130417,0,1,1
"CCL25",99599.6742220352,1.03639473602415,0.362711389725546,0.10034075867232,0.920073800014293,1
"COX4I1",30225.4239750412,0.1941093813002,0.174527379096556,0,1,1
"EMC8",1424.31433632848,-0.0120785381477681,0.0910092491527223,0,1,1
"GSE1",8255.45713924054,0.0223826393666223,0.111028675903365,0,1,1
"GINS2",1805.38347344428,0.11866896429204,0.228457038865399,0,1,1
"CHMP1A",5938.37969566599,0.0479908280821901,0.0922217018316164,0,1,1
"SH3BGRL",7381.34541061172,0.214609275197702,0.0856929383648184,0,1,1
"COX7B",7415.10355580849,0.424105560506568,0.171288364698631,0,1,1
"F12",152.729981451364,0.767567920579928,0.481715648061344,0,1,1
"PRR7",231.74386108542,0.357340162233609,0.245903966571532,0,1,1
"NFATC1",2195.29906693657,-0.648198049209936,0.153802220076813,0,1,1
"IDO1",604.007284782153,-0.372795935412226,0.251411967524751,0,1,1
"CAP1",14311.8067565804,-0.0424140904573428,0.0545081923274345,0,1,1
"PPT1",6850.9531764618,-0.160382222691534,0.0822095507939717,0,1,1
"RAB11FIP4",931.967724639437,-0.413257213757438,0.221462143615309,0,1,1
"RLIM",2498.42764535429,-0.106984105383422,0.0802122737004373,0,1,1
"ABCB7",1619.09806041285,-0.0244734956019372,0.0578104372386677,0,1,1
"TRAF3",2488.13273068994,0.047202775711504,0.119191477190761,0,1,1
"HAUS8",954.34505436694,0.14015962540963,0.119713196173388,0,1,1
"ADGRE3",4.9380403764806,-0.778168854088128,0.390296878085459,0,1,1
"MRPS25",2252.98078323918,0.319488548709471,0.151365869395378,0,1,1
"SH3BP5",623.156944551144,-0.685435210868124,0.309492207665366,0,1,1
"HACL1",1141.14245713761,-0.0699709483666298,0.0857153287923473,0,1,1
"TBC1D5",3865.59840225346,-0.234915711181124,0.132724832833955,0,1,1
"CAPN7",2053.78440307746,-0.16644479440165,0.112036397634156,0,1,1
"RFTN1",5308.04141640252,-0.255318742228964,0.159395009169361,0,1,1
"C3orf20",7.81527526156076,-0.770582145490055,0.298181467314055,0,1,1
"RBSN",1409.25084811893,-0.293613117267004,0.0939198588595739,0,1,1
"GALNT15",215.182985790532,1.0100256722365,0.25743703550392,0.0389441721812675,0.968934898955123,1
"SLC6A6",997.551676075136,-0.160794867907986,0.198068892365014,0,1,1
"KCNC3",1531.30766901001,-0.40353744273885,0.302795282308787,0,1,1
"NAPSA",41.4310323164641,0.779465350058063,0.171373735230174,0,1,1
"NAPSB",1457.05744000954,0.475239980881591,0.243643147685585,0,1,1
"NR1H2",4967.11155599589,0.0799487172346013,0.0775194980893666,0,1,1
"LRRC4B",60.9047623334011,-0.341895166945686,0.270526652553079,0,1,1
"PDLIM4",860.725135045797,-0.118903705820574,0.284606020975042,0,1,1
"KIF3A",1071.04485326399,0.0235161365015517,0.137135233467521,0,1,1
"MGAT1",9897.59136118432,0.0705574452225476,0.0850316717094697,0,1,1
"GFPT2",194.879213703523,-0.824593540233562,0.32027380251796,0,1,1
"TUBG1",2140.45219695426,0.00623600311694026,0.119639398096741,0,1,1
"PSME3",4085.1896541374,-0.195300383302367,0.0845591280993622,0,1,1
"RPL27",52287.4464496512,0.0181918536169009,0.172687175978907,0,1,1
"PSMC3IP",222.481603366115,-0.360837413598738,0.13804611116196,0,1,1
"AOC3",410.256160456018,-0.21148310024555,0.208613677314622,0,1,1
"ACLY",4541.66558877852,-0.242640018190196,0.104780892390975,0,1,1
"VPS25",2664.50292749585,-0.30037280641371,0.111531164506485,0,1,1
"RAMP2",881.207355851294,-0.351269025676156,0.244369537451355,0,1,1
"AOC2",34.2379012131986,0.0283586253198348,0.169460610373315,0,1,1
"NDUFA2",2653.31390203392,0.0911548862509804,0.159606336184576,0,1,1
"ANKHD1",100.303696620625,0.0957193453059783,0.115527167780343,0,1,1
"DIAPH1",7573.67503392413,0.0472494461294305,0.086608643663917,0,1,1
"NDFIP1",6784.50697814592,-0.0511330988648751,0.091590592708224,0,1,1
"UBE2D2",5878.02025227461,-0.037210086857927,0.0674461145282057,0,1,1
"EXOC4",5201.36557037576,-0.0264453986809722,0.0914798280053862,0,1,1
"ACAP3",4351.92833850167,0.537926141233412,0.156307671117183,0,1,1
"C1orf159",742.690401364949,0.166677334557041,0.13892807565012,0,1,1
"PPFIA1",1874.75862484582,-0.0790825275371286,0.110070186882867,0,1,1
"TMEM204",3150.77563102822,-0.486400062155562,0.25961796674188,0,1,1
"KREMEN2",4037.49899719766,-1.15698259352433,0.258211504497225,-0.607961267372628,0.543213163097386,1
"THOC6",2470.17095408828,0.0983333484532807,0.167123907343401,0,1,1
"TRAF7",3277.23038750488,-0.369935773454586,0.115031459722434,0,1,1
"BARX1",4.56994407814972,-1.08507682445236,0.545498966520933,-0.155961476874946,0.876063386577602,1
"NINJ1",4839.05629094807,0.398336989667933,0.187622518121582,0,1,1
"CA6",89.8881074208501,0.77468548364433,0.332049434739999,0,1,1
"NPHP4",910.05818622888,-0.231362005873187,0.112456365906252,0,1,1
"MAP1B",843.249704496144,-0.759459789249694,0.300513562084892,0,1,1
"IL13RA1",3189.42727254814,-0.0827379786559797,0.178731770687442,0,1,1
"WDR44",760.449988625375,0.0426332784852681,0.13493116194699,0,1,1
"CKMT2",115.492830444678,0.0959282511767798,0.303594757802614,0,1,1
"ZCCHC9",1111.57325537461,0.0404382403365402,0.0929171960703888,0,1,1
"KRT34",39.7551564131803,0.488334567688253,0.628622321966857,0,1,1
"KRT33B",162.276158030351,0.141321973973843,0.466162612002196,0,1,1
"TNS4",687.418598223318,-1.50573841921763,0.4269915921602,-1.18442243009761,0.236245885583906,1
"TOP2A",10716.2804259981,-0.125360391009865,0.27341659386277,0,1,1
"STARD3",3030.84617167035,-0.0517590402675081,0.0823525338775295,0,1,1
"RARA",1855.49614212344,0.0180460050793556,0.133382973037089,0,1,1
"KHDRBS3",1713.70690105019,0.575685428746804,0.206688237250474,0,1,1
"CHD1L",15.5129262200723,0.326571529391085,0.224514039412554,0,1,1
"PEX11B",2204.59045475254,0.342100956183529,0.090718121720429,0,1,1
"FMO5",185.63508720883,0.925690425084614,0.224673545823749,0,1,1
"PIAS3",1352.53774476857,0.0129889108280694,0.201659329711127,0,1,1
"PRKAB2",1247.63888001805,0.342760786109283,0.133298186556522,0,1,1
"CLUHP3",920.011647744993,-0.0490286284893016,0.0809667790969784,0,1,1
"FSHB",6.34962431061312,2.94031768505659,0.868593833498553,2.23386076463531,0.0254922358622249,1
"PDHA1",5498.69944502,0.556145185737994,0.111712798953249,0,1,1
"RAI2",341.043163082112,-0.0951629998306832,0.237972767403117,0,1,1
"MCCC2",2526.01242977662,0.153848189042201,0.145297742266118,0,1,1
"ZNF304",764.026631879619,0.0212681335922714,0.133377854365218,0,1,1
"ZSCAN5A",251.846997219984,0.127145712609286,0.0784534551408708,0,1,1
"ZNF132",408.128430503223,0.207289967618263,0.138428493563566,0,1,1
"SELENOS",1805.78061970936,-0.216155122340836,0.0809608873449582,0,1,1
"CHSY1",1907.21476335306,-0.416927261234325,0.132009370854926,0,1,1
"SNRPA1",2377.55739205712,-0.0967340697106775,0.094248915616454,0,1,1
"KRT17P1",46.9375465949273,-1.23088986269757,0.371104965649515,-0.622168615538357,0.533831000553861,1
"LLGL1",1757.75675499712,-0.125329763940326,0.0842742780464251,0,1,1
"THAP1",530.887798819986,-0.0229699434027113,0.0652156123033301,0,1,1
"RHPN2",374.396730329632,-0.82686935544201,0.251721881622362,0,1,1
"C19orf12",1434.35020965463,-0.0144873704082698,0.0498629007817102,0,1,1
"FAAP24",274.786271186031,-0.174609029970918,0.138743686834317,0,1,1
"LRRC9",38.385670020517,-1.30364840730121,0.401975599392102,-0.755390147462712,0.450014923125813,1
"ACTR10",3093.0011003192,0.203723973510569,0.080731052138507,0,1,1
"ABHD12B",77.3548184540241,0.175449792370932,0.299435299759566,0,1,1
"GCH1",928.350848064434,-0.243526001435854,0.109649240771712,0,1,1
"LGALS3",7453.85589601054,-0.433561373548076,0.231327168958021,0,1,1
"PODNL1",157.282049535505,-0.850698841883433,0.307695658629733,0,1,1
"DNAJB1",8038.80795930489,0.13313787625069,0.131765079640857,0,1,1
"ZSWIM4",138.443326525568,-0.534552125038667,0.253258913561416,0,1,1
"FBXW9",411.843905672648,-0.291270702674156,0.112276400946717,0,1,1
"RFX1",1481.54665383367,-0.167789218346488,0.0731120404324196,0,1,1
"ZNF20",24.6209285006485,0.205014110189064,0.140259439013571,0,1,1
"C19orf57",141.054655217061,0.197032708828502,0.140236743393272,0,1,1
"DCAF15",2875.85742866246,-0.0198403481666192,0.105905031099051,0,1,1
"CC2D1A",2587.02360444346,0.233983491863203,0.096176351323323,0,1,1
"RTBDN",423.895704494963,-0.434200774111384,0.4783511456517,0,1,1
"MATN3",96.4239362660781,-0.830533976674406,0.362312314048572,0,1,1
"TRIM21",1511.96792754545,0.0445027688957155,0.0767447226981158,0,1,1
"SPATA6",769.618127439021,0.111511546496423,0.159334373858521,0,1,1
"LRRC41",4371.77221983898,-0.165296152619462,0.0857719576887545,0,1,1
"CCT6B",178.167275639997,0.0156937057103343,0.147356886846945,0,1,1
"DHX30",6259.10940809726,-0.0975118408384109,0.085646202707299,0,1,1
"RAF1",1450.20116085796,-0.285805098487091,0.220594636088242,0,1,1
"SLC6A11",14.9536451356558,1.72442213361899,0.587963033093357,1.2320878913215,0.217916254092761,1
"PPARG",203.472244854181,0.212717115207044,0.206947055507544,0,1,1
"NUP210",8534.21219767245,0.0288166061766018,0.144724339299515,0,1,1
"FCRLA",148.874713001537,0.340008551604644,0.4439584882542,0,1,1
"HSD17B7",544.28024864557,0.0598643401424235,0.09328357198354,0,1,1
"ENOSF1",2295.38132647767,-0.0960551335667241,0.103726678370317,0,1,1
"LINC00470",8.05851758361054,-1.58222248181993,0.510625583354074,-1.14021408405659,0.254197121255729,1
"EMILIN2",2710.97926342681,0.262276723279269,0.171689500132647,0,1,1
"ARFIP2",2937.2368048737,-0.168195298873112,0.0753202810929256,0,1,1
"TRIM5",1049.84239827544,0.0510812031584945,0.108836693918558,0,1,1
"CNGA4",13.2555064339053,0.63767548503725,0.181008328535624,0,1,1
"TRIM22",3736.64350521662,-0.0105000884720893,0.172638980901204,0,1,1
"RRP8",1284.45201653535,-0.0100782652330806,0.0993293550407503,0,1,1
"TIMM10B",1444.27808514206,-0.218346853498687,0.0697427001425324,0,1,1
"EFR3A",2919.3992063052,-0.207112227916045,0.120447489276161,0,1,1
"PTCD3",3186.60118745064,-0.0876869975705944,0.0564476765073414,0,1,1
"IMMT",4972.56838219064,-0.0813721708802553,0.0773150047953955,0,1,1
"MRPL35",1947.1390348108,0.0875344049986251,0.0596985352771348,0,1,1
"IQCA1",723.380404340084,-0.0288013636073898,0.262337233310674,0,1,1
"ILKAP",2485.43232440465,0.0926835517568032,0.110380739014826,0,1,1
"PER2",985.312728223691,-0.20536573764215,0.137649775290937,0,1,1
"RAMP1",3883.47375389811,-0.568846693235029,0.422927770202664,0,1,1
"SCLY",89.7348071456162,-0.249929148607153,0.125461757130094,0,1,1
"PTPRE",1752.54658283045,-0.43664882009607,0.182138119049669,0,1,1
"RAN",15658.3855460466,-0.2414501406162,0.119924825496077,0,1,1
"PRKAA1",1908.45392822523,0.0347537150846316,0.0982139270361303,0,1,1
"CARD6",253.419693703779,-0.095933627862863,0.0990036183221456,0,1,1
"RAP1GAP2",638.842916474006,-0.0740183446935782,0.120053119560833,0,1,1
"CLUH",4102.00630192141,-0.0108576066155432,0.143328098094536,0,1,1
"INPP5K",3462.10043861644,0.119834295352816,0.123371897998506,0,1,1
"MYBBP1A",3119.96325794642,-0.163292106440193,0.0892391846580443,0,1,1
"RPA1",6911.17190037016,-0.197781942081694,0.0813839811990952,0,1,1
"SERPINF1",19543.3858280052,-0.976221569134301,0.277710943702345,0,1,1
"UBE2G1",2254.87248453272,-0.262451518153608,0.0938871169125052,0,1,1
"EEFSEC",1877.42737791832,0.10018564387074,0.139695707272847,0,1,1
"TBC1D14",930.651429992001,0.352179902236992,0.275682190374886,0,1,1
"TMEM128",1389.55005112325,-0.138140783217659,0.0996043870709192,0,1,1
"COQ3",547.060797882157,0.128515835277842,0.110360399060263,0,1,1
"PNISR",7108.1250760543,-0.00447835717822354,0.134928471320155,0,1,1
"SEC61G",3088.42336869757,0.0331499062427011,0.166807458921573,0,1,1
"LANCL2",1734.48471425793,0.00303964684964246,0.0672079765173358,0,1,1
"FIGNL1",737.597177086369,-0.0345931432855663,0.114508348525239,0,1,1
"DDC",5.60398730177051,0.208443041454322,0.235197118196705,0,1,1
"GRSF1",6168.87723129223,-0.185694105952076,0.0933664987643417,0,1,1
"JCHAIN",3597.57975539226,-0.214477081993509,0.311016767391991,0,1,1
"ANKRD17",3907.64488271594,-0.139161182875565,0.125472937918901,0,1,1
"UTP3",3046.87076660345,-0.00237023081950943,0.0876633657941996,0,1,1
"ITGB4",3846.40754906718,-0.94521367059302,0.292190229374349,0,1,1
"WBP2",7078.84303613043,-0.0973749777782072,0.0867814532740635,0,1,1
"H3-3B",49019.4190967473,-0.329629593306062,0.09046737989559,0,1,1
"UNK",2226.58846849629,-0.115926801366761,0.0498784886028646,0,1,1
"TRIM47",1209.83051421366,0.243148702259137,0.18960934208958,0,1,1
"ZRANB2",4596.49723873119,-0.185188126419148,0.08904984068949,0,1,1
"EIF5A",14886.6919725031,0.0904969188255419,0.176293194926546,0,1,1
"KDM6B",3598.9014656119,-0.0412524205086959,0.102276611232771,0,1,1
"CLEC10A",374.57197212886,-0.0956307952029698,0.288108116452461,0,1,1
"SLC52A1",635.176233636656,-0.773586699899482,0.258371056154248,0,1,1
"GUCY2D",67.6898162552927,-0.474713494480519,0.362211841898935,0,1,1
"GPS2",40.9749658922738,0.312353753647517,0.138301613685535,0,1,1
"XAF1",363.262523400928,-0.185856345101913,0.322593176094822,0,1,1
"DLG4",1360.68147711803,-0.0777270947109412,0.118270936174421,0,1,1
"RIDA",644.131949476963,0.000249672825001666,0.162002963736091,0,1,1
"VPS13B",1601.48535397501,-0.167608021836714,0.136772548794674,0,1,1
"RGS22",13.624100809309,-0.969830431639034,0.328830583930628,0,1,1
"MATN2",391.69619107002,-0.957088579775472,0.254493148536617,0,1,1
"REEP2",624.932580723846,0.0619781429128651,0.309170088805365,0,1,1
"PCBD2",911.824113782057,0.110301117726611,0.0828877888406888,0,1,1
"SDF2",2212.43190472409,-0.206324077104281,0.0871728864641285,0,1,1
"FLOT2",12718.2530060597,-0.21959531774813,0.133505871245916,0,1,1
"ERAL1",2880.29051371357,-0.11819689436829,0.110405102310928,0,1,1
"PRMT7",5327.96877766218,0.13722248145056,0.177325444527875,0,1,1
"NIP7",1356.94965423042,0.00190001099491557,0.0749888015926102,0,1,1
"TERF2",2049.68361258731,-0.00477615260178274,0.0567008906269998,0,1,1
"VPS4A",3807.47532159285,0.365583397283007,0.154152333023494,0,1,1
"MTSS2",1391.86489015321,0.278704139884523,0.132492050393304,0,1,1
"HSPA12B",270.902996782597,-0.432738647792508,0.176203441362086,0,1,1
"ANKEF1",410.494452710042,0.168578876821091,0.184826173949485,0,1,1
"PCED1A",2914.84228922832,0.0118176911631681,0.100370465531523,0,1,1
"SNAP25",41.4372721567574,-0.0742700205897885,0.394821881172679,0,1,1
"BTBD3",1708.35341919618,0.203988182320041,0.139212057097448,0,1,1
"PCNA",12297.8550312244,-0.0947072605453058,0.171118453239312,0,1,1
"NXT1",1457.33696779751,-0.0283608623128121,0.12298382943297,0,1,1
"POLR3F",697.205224949763,0.0228507595001608,0.0614067681519898,0,1,1
"RIN2",1437.07178596455,-0.0414423053554858,0.223725043131853,0,1,1
"PTPRA",4814.5864670374,-0.111650196563744,0.0597632593536651,0,1,1
"DAP3",6402.253988743,0.324104479776857,0.118291393425695,0,1,1
"KHDC4",3036.84362877444,-0.00251665877179567,0.0980459728855145,0,1,1
"ATP1A4",6.94510776214641,0.105787095264211,0.298272924626133,0,1,1
"NES",975.253707883548,-0.457377471255911,0.202854759902758,0,1,1
"BCAN",5.73843798513409,-0.47308241693093,0.288378887477551,0,1,1
"ARHGEF11",2130.19920560568,0.263592276032962,0.199755686679685,0,1,1
"RAB25",2692.47619164176,0.0921036169863048,0.30536707927943,0,1,1
"HAPLN2",8.08832298048914,0.539832498608079,0.236526084952038,0,1,1
"FCRL2",76.9128972324685,-0.756403282256009,0.462405136500728,0,1,1
"DCAF8",3249.174027523,0.251938252733604,0.0823384091091599,0,1,1
"SYT11",400.248074065812,-0.356189381358975,0.171423253571243,0,1,1
"IGHMBP2",1119.26259030661,-0.0148140240424982,0.0860072812756498,0,1,1
"ACY3",173.716366441526,0.457488013454106,0.200629224919344,0,1,1
"ALDH3B2",203.389977025804,-0.415684712313452,0.257069907123586,0,1,1
"TESMIN",301.646490479576,-0.144984036805689,0.156875152454183,0,1,1
"MMACHC",464.349115973154,0.177599246776171,0.0870841041060205,0,1,1
"DPH2",904.37145751426,-0.00470137478703719,0.104618173243997,0,1,1
"TOE1",1111.75547935829,-0.0539662493811745,0.0852718660433853,0,1,1
"NASP",10848.8158851077,0.00522049631555184,0.127677138674008,0,1,1
"MUTYH",38.6870908936541,-0.226287006132273,0.157855334492541,0,1,1
"CTNNBL1",4449.78939350037,0.235824872369376,0.122331199674387,0,1,1
"LPIN3",569.127038317796,0.821800595228133,0.276957172044712,0,1,1
"ZSWIM3",373.756873633257,0.167280661706994,0.0902313189683,0,1,1
"RBM38",4224.85883689595,-0.340689707453299,0.165942576150744,0,1,1
"VSTM2L",488.050428635935,1.42192564030914,0.37523629135424,1.1244265281122,0.260832123267079,1
"OSER1",2147.12877491009,0.15142095551046,0.0706679041676688,0,1,1
"SERINC3",8285.17347302182,-0.321533775035996,0.0960732154308211,0,1,1
"PPP1R3D",540.046324303158,0.0651822728861881,0.139884514491837,0,1,1
"AL139352.1",11.537848192274,-0.145999988800555,0.362703075654735,0,1,1
"DMGDH",119.330378875875,0.0202959436684872,0.271869717098237,0,1,1
"BHMT2",224.632671874988,-0.417308291985254,0.348186013984554,0,1,1
"AP3B1",2281.56030007862,-0.0780946614712291,0.0999393524316758,0,1,1
"ZBED3",610.981772398828,0.2764520652483,0.148964990068248,0,1,1
"PATJ",1508.85415708808,-0.257627736768035,0.191436529957677,0,1,1
"KANK4",448.961780834571,-0.387382153363689,0.445101102861398,0,1,1
"SYT4",2.47040863589782,-0.345186169355618,0.698848585029198,0,1,1
"SLC14A2",28.6084349373761,1.09116993102565,0.224764242430301,0.405624711652813,0.685018368835959,1
"FBXO44",2778.2246917447,0.557112670471536,0.133773452288598,0,1,1
"CPLANE2",177.953359056739,-0.0279974823787761,0.127999249765081,0,1,1
"CASP9",1092.79166045383,0.0166716538937308,0.0812105105697765,0,1,1
"DCTN4",3472.95144024496,-0.1031905554613,0.0929226829346657,0,1,1
"PDE6A",7.38380000308409,0.163326918273713,0.205752125174424,0,1,1
"ATP8A2",610.031561469628,0.423966512102628,0.209251138811873,0,1,1
"ZMYM5",788.639992840088,-0.0869370686133885,0.113470753549834,0,1,1
"USPL1",1229.37570279411,-0.125353153189715,0.0718749773552733,0,1,1
"XPO4",1293.47761392686,-0.124745824644632,0.0767375901947109,0,1,1
"TPTE2",14.2119993581918,-0.494475171614513,0.292821667982509,0,1,1
"POMP",5312.75384300882,-0.0363219660701865,0.133699293643849,0,1,1
"CDK8",838.460886302034,-0.165315052433412,0.0841548197315844,0,1,1
"ALOX5AP",1588.80003660934,-0.0632156912575003,0.200092427765872,0,1,1
"HMGB1P5",1676.36623431065,-0.17087839451898,0.170095504330265,0,1,1
"WASF3",156.193726475505,0.246276207802744,0.234748664893531,0,1,1
"RNF17",6.98545694618704,-1.82855099016462,0.487419612564027,-1.69987207902059,0.089154989833688,1
"GPR12",7.38633616671396,-0.721953796885039,0.392589068158437,0,1,1
"CHRM3",482.050449348328,-1.53871578307329,0.37054446866958,-1.45384921007596,0.145988116710431,1
"MYH8",3870.00724256421,0.690260840245417,0.625217111021453,0,1,1
"MYH10",2837.59246794743,-0.474840727244706,0.209307552626715,0,1,1
"PEMT",2465.64796771027,0.660590592684066,0.29351462182804,0,1,1
"SCO1",1254.04295209844,0.00122268348948873,0.0655372151054829,0,1,1
"MPRIP",7957.76352297527,-0.192428916402155,0.0938753977377742,0,1,1
"MYBPH",8.70293177851709,-1.49440471725497,0.495575912314775,-0.997636698978493,0.318455558635404,1
"PIK3C2B",3490.1353695972,-0.22237641289342,0.155231076762614,0,1,1
"DSTYK",1912.84857916,0.270367486487407,0.131369770538895,0,1,1
"CHIT1",220.51806413659,-0.569277113751322,0.339577845786958,0,1,1
"SLC41A1",1189.87424910268,0.0611828853227374,0.157347297577311,0,1,1
"LGR6",108.430862624353,0.218961254096508,0.226817403871132,0,1,1
"TMCC2",921.622231789245,0.864303589554306,0.227608440977679,0,1,1
"DCLK1",284.937849077008,-1.15771604103955,0.26983733451675,-0.584485617314621,0.558893639026993,1
"CCNA1",75.4134514466061,-1.27566330591775,0.378751286575784,-0.727821437677384,0.466722899729696,1
